1,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.50687375,0.55230781,0.24562789,0.14056163,0.29390158,0.45150099,0.12352385,0.18741550,0.03691517,0.12636348,1.59622498,2.53896189,0.01071292,0.06427752,0.00000000,0.03213876,0.28730754,0.48568656,0.48568656,0.16417574,0.40359869,0.17101640,0.16417574,0.06156590,0.13681312,0.17785705,0.08892853,0.01368131,0.34203279,0.13681312,0.00000000,0.04104393,2.49561105,1.70838503,0.09321573
0,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.83920512,0.34989660,0.29249169,0.19134970,0.11480982,0.12301052,0.08474058,0.10387555,0.01366784,0.06833918,2.00077205,2.62601332,0.87533777,0.00000000,0.00000000,0.41682751,0.78236101,0.23470830,0.27382635,0.29338538,0.21514928,0.25426733,0.01955903,0.11735415,0.03911805,0.13691318,0.09779513,0.11735415,0.00000000,0.03911805,0.00000000,0.03911805,2.32604153,2.13954504,0.11763034
1,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.69292087,0.46400951,0.27531231,0.20416418,0.24747174,0.24437834,0.16704342,0.15466984,0.02165378,0.11754908,1.28452883,2.77877665,0.05242975,0.34079336,0.00000000,0.13107437,0.64762954,0.45509103,0.40258052,0.17503501,0.14002801,0.15753151,0.12252451,0.05251050,0.21004201,0.10502101,0.21004201,0.05251050,0.08751751,0.03500700,0.00000000,0.08751751,2.38968362,2.01022092,0.10424092
1,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.63629953,0.48034376,0.32594755,0.14503886,0.28227994,0.30723286,0.15751532,0.11540727,0.03275071,0.15439621,1.07573745,2.72338595,0.02723386,0.06808465,0.00000000,0.04085079,0.46216620,0.48566617,0.30549969,0.21149979,0.37599962,0.18016648,0.10966656,0.03133330,0.06266660,0.17233316,0.09399990,0.05483328,0.36033297,0.20366646,0.00000000,0.09399990,2.44551302,1.72332043,0.05739221
1,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.50056373,0.54880131,0.28468080,0.12494324,0.26174818,0.47209565,0.15341132,0.14075884,0.02925886,0.12652480,1.13156538,2.74808736,0.09699132,0.09052523,0.00646609,0.06466088,0.35825610,0.39330290,0.32320931,0.20249258,0.39330290,0.24143346,0.09735220,0.02725862,0.16355170,0.09735220,0.08956403,0.04672906,0.54127824,0.07398767,0.00000000,0.05841132,2.33114085,1.97471641,0.05418586
1,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.64037958,0.49098804,0.23046378,0.19311589,0.30515954,0.31517971,0.16943187,0.15394616,0.01366386,0.11568735,1.26429400,2.71128944,0.05115640,0.13154504,0.00000000,0.06577252,0.41851990,0.62267594,0.40320819,0.17353264,0.35216918,0.12249363,0.11228583,0.02041560,0.18884434,0.17863654,0.11738973,0.05614291,0.02551951,0.07145462,0.00000000,0.04593511,2.50010758,1.58855909,0.07537181
0,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.79980602,0.35620033,0.29323088,0.23496064,0.17387087,0.12311938,0.12593890,0.11466079,0.09492410,0.09398426,1.92708110,2.55119259,0.09854392,0.21898649,0.00000000,0.33942906,0.69133901,0.35896449,0.35896449,0.25260464,0.25260464,0.21936719,0.13959730,0.06647490,0.10635985,0.11965483,0.13959730,0.10635985,0.05982741,0.05982741,0.00000000,0.03323745,2.49411705,1.71587229,0.09358936
0,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.80390295,0.30670405,0.24418644,0.30670405,0.20226286,0.10885420,0.13018373,0.11032520,0.12871273,0.08678916,1.41421075,2.71833323,0.04234164,0.15242990,0.01693666,0.21170820,0.57151040,0.56640763,0.36229677,0.12756929,0.31126906,0.17859700,0.11226097,0.09695266,0.08674711,0.13267206,0.11736374,0.08164434,0.05102771,0.04082217,0.00000000,0.06633603,2.36518656,1.93740990,0.06257725
0,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.59942778,0.46120053,0.27778361,0.15816387,0.31898596,0.33892258,0.15151833,0.22860661,0.08506292,0.16348030,2.03749527,2.42354701,0.09651293,0.25736782,0.00000000,0.16085489,0.33933336,0.58730773,0.47637183,0.09135898,0.28712823,0.16966668,0.18271796,0.13703847,0.15661540,0.22187181,0.13051283,0.03915385,0.18271796,0.09135898,0.00000000,0.08483334,2.42807858,1.96989115,0.11510670
0,0.63192789,0.46892176,0.27912009,0.17417094,0.29921674,0.34834188,0.14514245,0.13621061,0.03126145,0.14514245,1.25491645,2.69892990,0.01719064,0.15471573,0.00000000,0.03438127,0.24654749,0.58701783,0.35221070,0.37569141,0.34047034,0.09392285,0.12914392,0.08218250,0.23480713,0.17610535,0.16436499,0.08218250,0.23480713,0.07044214,0.00000000,0.03522107,2.11146658,2.27714357,0.07784261,0.60725349,0.20603243,0.15723528,0.13554765,0.10843812,0.09759431,0.09217240,0.09217240,0.70484780,0.10301622,2.64422682,2.17759856,2.33314131,0.31108551,0.31108551,2.48868407,0.10959932,0.60279629,0.38359764,0.38359764,0.16439899,0.10959932,0.16439899,0.27399831,0.16439899,0.21919865,0.00000000,0.27399831,0.10959932,0.16439899,0.00000000,0.00000000,2.18620363,2.20965965,0.07670856
